Date,Close,Adj Close
2016-02-01,17.91,17.91
2016-02-02,16.08,16.08
2016-02-03,16.559999,16.559999
2016-02-04,16.91,16.91
2016-02-05,15.72,15.72
2016-02-08,14.9,14.9
2016-02-09,14.4,14.4
2016-02-10,14.98,14.98
2016-02-11,14.31,14.31
2016-02-12,15.88,15.88
2016-02-16,16.360001,16.360001
2016-02-17,17.459999,17.459999
2016-02-18,18.43,18.43
2016-02-19,18.309999,18.309999
2016-02-22,18.299999,18.299999
2016-02-23,18.299999,18.299999
2016-02-24,18.0,18.0
2016-02-25,17.59,17.59
2016-02-26,17.940001,17.940001
2016-02-29,18.120001,18.120001
2016-03-01,17.85,17.85
2016-03-02,18.540001,18.540001
2016-03-03,19.309999,19.309999
2016-03-04,19.360001,19.360001
